ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
48817,Marcel Hirscher,M,24,173,73,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
49130,Christian Hoffmann,M,23,170,62,Austria,AUT,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
49130,Christian Hoffmann,M,23,170,62,Austria,AUT,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
49130,Christian Hoffmann,M,27,170,62,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold
49130,Christian Hoffmann,M,27,170,62,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
49180,Helmut Hflehner,M,24,180,78,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Downhill,NA
49180,Helmut Hflehner,M,32,180,78,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Downhill,NA
49212,Bruno Hofsttter,M,24,NA,NA,Austria,AUT,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 10 kilometres Sprint,NA
49212,Bruno Hofsttter,M,24,NA,NA,Austria,AUT,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 20 kilometres,NA
49212,Bruno Hofsttter,M,24,NA,NA,Austria,AUT,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA
49212,Bruno Hofsttter,M,28,NA,NA,Austria,AUT,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,NA
49212,Bruno Hofsttter,M,28,NA,NA,Austria,AUT,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA
49249,Herbert Hohenberger,M,25,182,88,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
49249,Herbert Hohenberger,M,28,182,88,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
49250,Martin Hohenberger,M,21,186,93,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
49250,Martin Hohenberger,M,25,186,93,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
49422,Martin Hllwarth,M,17,182,65,Austria,AUT,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
49422,Martin Hllwarth,M,17,182,65,Austria,AUT,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
49422,Martin Hllwarth,M,17,182,65,Austria,AUT,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
49422,Martin Hllwarth,M,23,182,65,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
49422,Martin Hllwarth,M,23,182,65,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
49422,Martin Hllwarth,M,27,182,65,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
49422,Martin Hllwarth,M,27,182,65,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
49422,Martin Hllwarth,M,27,182,65,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",NA
49638,Chiara Hlzl,F,16,152,43,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",NA
49641,Ulrike Hlzl,F,23,154,58,Austria,AUT,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Women's Halfpipe,NA
49937,Walter Hrl,M,20,193,82,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,NA
49937,Walter Hrl,M,20,193,82,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA
49961,"Rudolf ""Rudi"" Horn",M,26,NA,NA,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint,NA
49961,"Rudolf ""Rudi"" Horn",M,26,NA,NA,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 20 kilometres,NA
49961,"Rudolf ""Rudi"" Horn",M,26,NA,NA,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA
49961,"Rudolf ""Rudi"" Horn",M,29,NA,NA,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,NA
49961,"Rudolf ""Rudi"" Horn",M,29,NA,NA,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 20 kilometres,NA
49961,"Rudolf ""Rudi"" Horn",M,29,NA,NA,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA
49987,Stefan Horngacher,M,24,184,68,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
49987,Stefan Horngacher,M,24,184,68,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
49987,Stefan Horngacher,M,24,184,68,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
49987,Stefan Horngacher,M,28,184,68,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
49987,Stefan Horngacher,M,28,184,68,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
49987,Stefan Horngacher,M,28,184,68,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
49987,Stefan Horngacher,M,32,184,68,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
49987,Stefan Horngacher,M,32,184,68,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
49987,Stefan Horngacher,M,32,184,68,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",NA
50161,Nicole Hosp,F,22,174,70,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
50161,Nicole Hosp,F,22,174,70,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
50161,Nicole Hosp,F,22,174,70,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Combined,NA
50161,Nicole Hosp,F,30,174,70,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,NA
50161,Nicole Hosp,F,30,174,70,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,Bronze
50161,Nicole Hosp,F,30,174,70,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,Silver
50790,Sabina Hudribusch,F,31,160,52,Austria,AUT,1998 Winter,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Women's Aerials,NA
51015,Thomas Hundertpfund,M,24,190,95,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
51303,Karin Huttary,F,32,164,62,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,NA
51307,Cornelia Htter,F,21,171,64,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,NA
51320,"Bernard ""Bernie"" Hutz",M,22,175,82,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
51320,"Bernard ""Bernie"" Hutz",M,26,175,82,Austria,AUT,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
51527,Florian Iberer,M,31,185,95,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
51528,Matthias Iberer,M,28,188,100,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
52165,"Anton ""Toni"" Innauer",M,21,173,61,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
52165,"Anton ""Toni"" Innauer",M,21,173,61,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
52168,Katharina Innerhofer,F,23,166,55,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
52168,Katharina Innerhofer,F,23,166,55,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,NA
52168,Katharina Innerhofer,F,23,166,55,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,NA
52335,Daniela Iraschko-Stolz,F,30,164,52,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",Silver
53312,Werner Jger,M,24,182,82,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 1,500 metres",NA
53312,Werner Jger,M,24,182,82,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 5,000 metres",NA
53312,Werner Jger,M,24,182,82,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 10,000 metres",NA
54037,Heidi Jaufenthaler,F,20,175,59,Austria,AUT,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Women's Giant Slalom,NA
56383,Peter Juric,M,25,190,76,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
56383,Peter Juric,M,25,190,76,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
56383,Peter Juric,M,25,190,76,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
56971,"Dieter Kalt, Jr.",M,19,175,83,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
56971,"Dieter Kalt, Jr.",M,23,175,83,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
56971,"Dieter Kalt, Jr.",M,27,175,83,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
56981,Stefan Kaltschtz,M,24,178,75,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Parallel Giant Slalom,NA
57585,Benjamin Martin Karl,M,24,186,90,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Silver
57585,Benjamin Martin Karl,M,28,186,90,Austria,AUT,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Parallel Giant Slalom,NA
57585,Benjamin Martin Karl,M,28,186,90,Austria,AUT,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Parallel Slalom,Bronze
57893,Peter Kasper,M,27,183,88,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
57930,Miriam-Stefanie Kastlunger,F,20,169,67,Austria,AUT,2014 Winter,2014,Winter,Sochi,Luge,Luge Women's Singles,NA
57930,Miriam-Stefanie Kastlunger,F,20,169,67,Austria,AUT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,NA
58883,Werner Kerth,M,21,175,84,Austria,AUT,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
58883,Werner Kerth,M,27,175,84,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
59590,Severin Kiefer,M,23,182,75,Austria,AUT,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,NA
59620,Peter Kienast,M,34,NA,NA,Austria-2,AUT,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,NA
59620,Peter Kienast,M,34,NA,NA,Austria-2,AUT,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Four,NA
59620,Peter Kienast,M,38,NA,NA,Austria-2,AUT,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Two,NA
59620,Peter Kienast,M,38,NA,NA,Austria-1,AUT,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Four,NA
60454,Wolfgang Kindl,M,21,166,78,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Luge,Luge Men's Singles,NA
60454,Wolfgang Kindl,M,25,166,78,Austria,AUT,2014 Winter,2014,Winter,Sochi,Luge,Luge Men's Singles,NA
60454,Wolfgang Kindl,M,25,166,78,Austria,AUT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,NA
60667,Maria Kirchgasser-Pichler,F,31,164,68,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Women's Parallel Giant Slalom,NA
60668,Michaela Kirchgasser,F,20,169,62,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
60668,Michaela Kirchgasser,F,20,169,62,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,NA
60668,Michaela Kirchgasser,F,20,169,62,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Combined,NA
60668,Michaela Kirchgasser,F,24,169,62,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
60668,Michaela Kirchgasser,F,24,169,62,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,NA
60668,Michaela Kirchgasser,F,24,169,62,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Combined,NA
60668,Michaela Kirchgasser,F,28,169,62,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
60668,Michaela Kirchgasser,F,28,169,62,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,NA
60668,Michaela Kirchgasser,F,28,169,62,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,NA
60674,"Elisabeth ""Lisi"" Kirchler (-Riml)",F,20,168,65,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Downhill,NA
60674,"Elisabeth ""Lisi"" Kirchler (-Riml)",F,20,168,65,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
60674,"Elisabeth ""Lisi"" Kirchler (-Riml)",F,24,168,65,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Downhill,NA
60674,"Elisabeth ""Lisi"" Kirchler (-Riml)",F,24,168,65,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Super G,NA
61035,Franz Klammer,M,30,183,79,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Downhill,NA
61045,Lukas Klapfer,M,28,182,70,Austria,AUT,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",NA
61045,Lukas Klapfer,M,28,182,70,Austria,AUT,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",NA
61045,Lukas Klapfer,M,28,182,70,Austria,AUT,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,Bronze
61155,Markus Kleinheinz,M,21,180,86,Austria,AUT,1998 Winter,1998,Winter,Nagano,Luge,Luge Men's Singles,NA
61155,Markus Kleinheinz,M,25,180,86,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Men's Singles,NA
61155,Markus Kleinheinz,M,29,180,86,Austria,AUT,2006 Winter,2006,Winter,Torino,Luge,Luge Men's Singles,NA
61161,Viola Kleiser,F,23,178,72,Austria,AUT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Women's Two,NA
61447,Hans Knau,M,23,179,86,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Super G,NA
61447,Hans Knau,M,23,179,86,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Combined,NA
61447,Hans Knau,M,26,179,86,Austria,AUT,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Super G,Silver
61447,Hans Knau,M,26,179,86,Austria,AUT,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
61447,Hans Knau,M,31,179,86,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
61695,Margot Kober (-Fohringer),F,22,NA,NA,Austria,AUT,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,NA
61695,Margot Kober (-Fohringer),F,22,NA,NA,Austria,AUT,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
61695,Margot Kober (-Fohringer),F,22,NA,NA,Austria,AUT,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,NA
61778,Martin Koch,M,20,186,67,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
61778,Martin Koch,M,20,186,67,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
61778,Martin Koch,M,24,186,67,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
61778,Martin Koch,M,24,186,67,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
61778,Martin Koch,M,24,186,67,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
61784,Thomas Koch,M,30,173,78,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
61815,Brigitte Kck,F,27,182,71,Austria,AUT,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Women's Giant Slalom,Bronze
61918,Andreas Kofler,M,21,180,63,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
61918,Andreas Kofler,M,21,180,63,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
61918,Andreas Kofler,M,21,180,63,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
61918,Andreas Kofler,M,25,180,63,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
61918,Andreas Kofler,M,25,180,63,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
61918,Andreas Kofler,M,25,180,63,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
61933,Armin Kogler,M,20,178,73,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
61933,Armin Kogler,M,20,178,73,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
61933,Armin Kogler,M,24,178,73,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
61933,Armin Kogler,M,24,178,73,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
61971,Gerhard Khler,M,27,193,94,Austria-2,AUT,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,NA
62219,Josef Koll,M,24,178,68,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA
62228,Patrick Koller,M,26,192,98,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,NA
62228,Patrick Koller,M,30,192,98,Austria,AUT,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,NA
62352,Gert Kompajn,M,27,180,89,Austria,AUT,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
62462,Rudolf Knig,M,26,183,80,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
62462,Rudolf Knig,M,30,183,80,Austria,AUT,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
62756,Gnter Koren,M,25,185,75,Austria,AUT,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
62757,Helmut Koren,M,25,173,76,Austria,AUT,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
63674,Adrian Krainer,M,21,186,75,Austria,AUT,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Slopestyle,NA
63675,Martin Krainz,M,26,186,83,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
63785,Dieter Krassnig,M,24,174,80,Austria,AUT,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Men's Giant Slalom,NA
63785,Dieter Krassnig,M,28,174,80,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Men's Parallel Giant Slalom,NA
63785,Dieter Krassnig,M,32,174,80,Austria,AUT,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Boardercross,NA
63942,David Kreiner,M,28,172,60,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",NA
63942,David Kreiner,M,28,172,60,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Gold
63946,Marion Kreiner,F,28,170,61,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Bronze
63946,Marion Kreiner,F,32,170,61,Austria,AUT,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Parallel Giant Slalom,NA
63946,Marion Kreiner,F,32,170,61,Austria,AUT,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Parallel Slalom,NA
63947,Stefan Kreiner,M,18,NA,NA,Austria,AUT,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Team,Bronze
63947,Stefan Kreiner,M,18,NA,NA,Austria,AUT,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Individual,NA
64055,Doresia Krings,F,28,160,55,Austria,AUT,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Parallel Giant Slalom,NA
64055,Doresia Krings,F,28,160,55,Austria,AUT,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Boardercross,NA
64055,Doresia Krings,F,32,160,55,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Boardercross,NA
64056,Heidi Krings,F,22,168,50,Austria,AUT,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Parallel Giant Slalom,NA
64069,Gnter Krispel,M,32,NA,NA,Austria-1,AUT,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Four,NA
64132,Claudia Kristofics-Binder,F,18,170,50,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Women's Singles,NA
64238,Klaus Krll,M,25,186,95,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Downhill,NA
64238,Klaus Krll,M,29,186,95,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Downhill,NA
64238,Klaus Krll,M,33,186,95,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,NA
64250,Wolfgang Kromp,M,23,175,83,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
64250,Wolfgang Kromp,M,27,175,83,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
64250,Wolfgang Kromp,M,31,175,83,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
64253,Petra Kronberger,F,18,170,62,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Downhill,NA
64253,Petra Kronberger,F,18,170,62,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
64253,Petra Kronberger,F,18,170,62,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Combined,NA
64253,Petra Kronberger,F,22,170,62,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Downhill,NA
64253,Petra Kronberger,F,22,170,62,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Super G,NA
64253,Petra Kronberger,F,22,170,62,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
